avg_cadence,avg_heart_rate,avg_power,avg_speed,enhanced_avg_speed,enhanced_max_speed,event,event_group,event_type,first_lap_index,max_cadence,max_heart_rate,max_power,max_speed,message_index,nec_lat,nec_long,num_laps,sport,start_position_lat,start_position_long,start_time,sub_sport,swc_lat,swc_long,timestamp,total_ascent,total_calories,total_cycles,total_descent,total_distance,total_elapsed_time,total_fat_calories,total_timer_time,total_training_effect,trigger,unknown_193,filename
87,141,161,7.97,7.97,16.841,session,0,stop,0,122,156,337,16.841,0,0,0,4,cycling,0,0,2025-10-31 18:56:50,virtual_activity,0,0,2025-10-31 22:30:35,687,1230,0,0,63477.76,7993.0,0,7964.0,0.0,activity_end,,2025-10-31-19-56-19.fit
